,Main_Tweet_ID,Reply_id,temporal_setting,Main_tweet,Reply_tweet,gold_1,gold_2,gold_adj
32,1502970221941952516,1503010679787331588,new,This is the time you can really give yourself the opportunity to make it! Do you have the minerals though?," everything goes up eventually, nothing stays low forever. believe in what you invested in",py,uk,py
33,1511367273264599045,1511370210162393096,new,Do you believe in fate?, yes but i think it can be altered.,y,py,y
34,1506393199459254278,1506422118279528449,new,Do you ever just drink a beer in the shower?," rum and coke i'm the shower, then i make love to myself....",n,n,n
35,1524695363856191489,1530562642812841986,new,Do you want to change your relationship with drinking?, i became diabetic 2 and stopped i miss my 🍷 but it is what it is 🤷‍♀️,y,n,y
36,1504463843573043202,1504471974537359367,new,Quick poll: Do you still wear a mask in public?, looks at poll and isn't surprised itäs getting worse.,uk,uk,uk
37,1528328624385974272,1528385223108349952,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", isn't it just a wee bit ironic to advise us not to give unsolicited advice.,y,uk,y
38,1529502995615846401,1529504852543516678,new,Do you care if your significant other makes more money than you?, if she buys me stuff and i get to stay home it does.,pn,y,py
39,1532101048373915649,1532151337890217985,new,do you guys mind if we post our pride content?, not at all! we're happy to have you here and celebrate with you!,n,n,n
40,1525303905663475712,1525332714118819842,new,Do you dip fries in your milkshakes?," might be one of the worst duos in history, never understood",n,n,n
41,1527752294716022786,1527760860843753472,new,Do you think cursive writing should still be taught in school?, yes. that's how they learn to sign their signature. not everything is electronic.,y,y,y
42,1506683109076611079,1506693122113380358,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", not gonna happen with this lot.  they need removing asap.,y,uk,y
43,1529481046428897282,1529548051496435715,new,🚨 Do you follow me on twitch?, i do not…… when do you stream next so i can stop by,n,n,n
44,1523760308174864384,1523760580439396353,new,Is it a bad thing to be unhappy ?, it’s a bad thing to not slide,py,uk,uk
45,1515103202865262598,1515112081892290562,new,Do you want a shark card?, damn i didnt get it gg to the lucky person who redeemed it,y,y,y
46,1525910076845850624,1525912752350453771,new,"Legit question, is it actually possible to improve your personality ?"," probably not, but dang if i don't wish i could improve mine.",pn,pn,pn
47,1507066176920162304,1507159025468727297,new,is it legal to drive with ur titties out?, imagine only then you actually have a broken taillight & get pulled over 😂😂,uk,uk,uk
48,1530564939634573312,1530565929217802241,new,i’ve never had culver’s. is it really worth all the twitter hype?, double cheese is great. get the cheese sauce with the fries,py,py,py
49,1506565419313868802,1506566221591982082,new,"My name regularly gets autocorrected to ""Satanism"". Get a surprising number of messages addressed to it. Do you have an autocorrect hell?", an old phone of mine used to change yorkshire to workshy. outrageous,y,y,y
50,1502304099571843079,1502314251557355522,new,Do you think a ban on crypto would stop you using it?," if anything, it would make me want to use it more.",n,n,n
51,1510326780141490183,1510337079523303431,new,Do you guys wanna know the secret?," if you told us, it wouldn't be a secret..",pn,uk,pn
52,1495523353121234951,1495538043943632898,new,Can it ever just be about right and wrong?," in any sane world, adults would lose their jobs.",n,pn,n
53,1534989059772370947,1534993004196511770,new,Do you brush your teeth twice a day?," yes, if i dey boo house 
to avoid morning breath when 'eating' early morning meal😋😋",y,y,y
54,1518543284599201794,1518552037272825856,new,🧐What 💰 $alts do you think are currently on heavy discount?, $mri and what’s coming will leave so much cope on ct🤫,uk,y,uk
55,1510152850734788611,1510153642980093954,new,Do you believe in revenge?, yes. if you can't see my mirror there's no reason i should see yours.,y,y,y
56,1494922774112051201,1495142129957539847,new,Do you see now that it wasn’t about the bloody masks?, how can they see when they didnt read the instructions :p,pn,uk,n
57,1512107202903175171,1512107594692931587,new,Do you like nipples of males?, male booba couldn't be complete without nips,y,y,y
58,1531337262595727366,1531339501238370305,new,Is it cold?, it is the feet that get you... x,y,y,y
59,1529547853433020417,1529640037444362242,new,Do you think student loans should be forgiven entirely?," hell no.  take out a loan, pay it back.",n,n,n
60,1498957736117211141,1498964669289095169,new,Do you still trust anything the media says?, modern media can make a collective lie to become the truth,n,pn,n
61,1496719894179688448,1496792664150315009,new,MEN: Do you have a good understanding of the state of your mental health?, koma thought me not to cry akere ke monna.,uk,uk,uk
62,1506321879967088648,1506439540654977027,new,Do you think all washrooms should be unisex?, gender neutral washrooms make sense - just wash your hands,y,y,y
63,1500689103448387592,1500706871958818820,new,Do you trust your instincts?, sometimes. lot of time mine be bad lol,pn,py,pn
64,1498732622847135744,1498734165923094533,new,Desi people - do you ever tear up your roti and put it in your shorba and eat it with a fork?, love breaking out the forks to eat roti,y,py,y
65,1527100721455243264,1527102721580584961,new,"In your culture, is it acceptable for someone in a serious relationship to hang out alone with a friend of the opposite sex?"," in my culture, it's very not okay to take issue with this.",y,n,y
66,1530916096551047168,1530917748045295617,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", courtesy tweet. will be used after so many years to defend the secular fabric.,uk,uk,uk
67,1528029380122902528,1528168963934683136,new,Is it too late for an air fryer to change my life?, it changed my life - now i have nowhere to put the toaster...,n,uk,uk
68,1533912514131640321,1533913835840602113,new,Do you have confidence in the Prime Minister?, the 13% must be from another planet surely,uk,uk,uk
69,1501931285802979328,1501932278796066833,new,Do you poop at work?, hell yeah i get paid for that shit,y,y,y
70,1526625806340038664,1526644118033682434,new,Do you talk to yourself?," of course.

it's the only way to have a sensible conversation.",y,y,y
71,1529747637116841986,1529751842250530816,new,Is it possible to have a bestie of the opposite sex and not develop feelings?," i don't have any,so i can't tell.",uk,uk,uk
72,1517175103682973697,1517177992706990080,new,Do you have a calling in your life?, technology. it's my rock and i wanna use it to help people and entertain,y,y,y
73,1524854468227092480,1524855628497162240,new,Do you get rid of your game console boxes?, makes moving easier when i can pack my console back into a box design to move it securely,n,y,y
74,1524980408638705703,1524983553330597888,new,I believe … do you ?, yes. the playoffs are a rollercoaster ride . let’s do this suns!,y,y,y
75,1530713760821911552,1530714091110678528,new,Is it strange to think if I was Carlo I would consider resigning?, why not. go out on top.,n,n,n
76,1526784085124780034,1526784205698523136,new,But is it under review?, omg please say it's no goal.,y,y,y
77,1518730408333963264,1518902589915598850,new,Do you think this is the beginning of the end for twitter?," of course, the libturds here will blindly say yes.",y,uk,n
78,1517596143772860416,1517598734946738177,new,Do you think our elected leaders are doing enough to protect the environment?, i think our elected leaders should think more about protecting us constituents.,uk,uk,uk
79,1533571194800177153,1533575629127417856,new,Is it rude to ask someone to brush their teeth before having sex?, just go brush your teeth dont ask us,n,py,py
80,1508729666495938566,1508750483846221824,new,do you have a character that you flat out just hate for no reason?," amy march from little women.

i dont care what version. she can catch these hands",y,uk,y
81,1518480805961646080,1518547063864184832,new,Do you think record labels and A&R(s) find it easier to scout and sign recording artists in this social media age?, nope but find it hard to evaluate among the best alternate.,n,n,n
82,1494631992511668224,1494709099023552523,new,Do you believe that you are smarter than your boss?," nope
i work in an egineering firm as an intern
i actually came here to learn! 🙂",n,n,n
83,1526559173063974912,1526559451313938432,new,Is it so hard to denounce white nationalism?," if you need their votes to win an election, yes.",py,py,py
84,1509576610919313410,1509593331940036610,new,Is it foolish to assume that people are always rational?, it is foolish to assume. period.,y,y,y
85,1500274044318281732,1500612504266944512,new,"do you say ""I love you"" to friends?", yes yes yes it’s so important to let them know 🤍,y,y,y
86,1522910344838008833,1523007715253321728,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, wow! didn't know anti-democracy was so strong.,n,pn,n
87,1518543284599201794,1518546377453801474,new,🧐What 💰 $alts do you think are currently on heavy discount?," $inj is on huge discount.

perfect time to stack up",uk,y,uk
88,1510152850734788611,1510155585869787139,new,Do you believe in revenge?, no i don't but let all people change direction,n,n,n
89,1522910344838008833,1522947372908691457,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, only people who pay tax in the uk should vote.,uk,py,py
90,1504838813754998823,1504850463082037249,new,"Do you want ""old things"" to pass away?", you'll always inspire more by your example than your words.,uk,uk,uk
91,1511856370156556298,1512221215821377539,new,Do you own a track saw?, yes. kreg track saw and project table,y,py,y
92,1509599807987499013,1509599999495180299,new,Wait is it snowing?, idk what about uk but at my place: yes it is,y,y,y
93,1494595698888744973,1494597700607782912,new,"Bloody hell, is it caulk again?", today’s is the first one i haven’t managed to get. furious!,uk,uk,uk
94,1514657835245781000,1514715911139246087,new,"This guy with subway shooting, is it really him?", i'm still trippin he from the crib!!!,uk,uk,uk
95,1512894569825792003,1512908343328878600,new,Is it really that difficult to wear a mask in public during a pandemic?, if you have ptsd like i do then yes.,py,py,py
96,1515913746954162176,1515930292837445633,new,Is it too much to wish an aneurysm on someone?," don't wish too hard, you might have an aneurysm.",uk,y,uk
97,1519890791715516417,1520007828433522688,new,Is it possible to eat tofu and veggies and still be a Bitcoiner?, i do. i eat tofu and vegetables and buy #bitcoin .,y,y,y
98,1529620582026862592,1529647813310787584,new,Do you think student loans should be forgiven?, fine then pay off my credit card debt and car loan,n,pn,n
99,1528081708808998912,1528094517055873027,new,Do you think about me now and then?, right now i’m thinking more about the missing airpods to be honest,n,pn,n
100,1527318225196707842,1527329022585483271,new,Do you think cursive writing should still be taught in school?," absolutely! most kids do not know what a ""signature"" is.",y,y,y
101,1524170469334732800,1524170730539261954,new,Do you celebrate your pet's birthday?," sort of, usually just get him a huge treat once year",y,py,y
102,1511873658788188161,1512068192872505354,new,"So is it ""insurrection"" if the police let you in?"," it can be, if the police are in on the fascist takeover.",py,py,py
103,1529747637116841986,1529760123031281664,new,Is it possible to have a bestie of the opposite sex and not develop feelings?," it takes a strong heart to b willing
ko easy ooh 🤠",pn,py,pn
104,1496733327981568003,1496733641279377408,new,Do you trust the corporate media to deliver the facts on the ongoing situation?," that was fun, give me another poll. 🥂",uk,uk,uk
105,1506683109076611079,1506687543584210949,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", we’ll never ever get that with a conservative government..,y,uk,y
106,1513014027404087298,1513147247227289602,new,Do you still buy/carry Coach bags?, absolutely! i downgraded my big bags and use my fanny pack daily and i love it!,y,y,y
107,1506739855471960067,1506744706423660545,new,Tell the truth ..do you ever miss your X ?, always. almost a lil too much if u ask me.,y,y,y
108,1512806803486097408,1512836351372136450,new,Ending early release of unrehabilitated violent felons should be a bipartisan issue. Do you agree?, democrats are mentally ill so it won’t be.,y,py,y
109,1512420518732967940,1512420988117565442,new,Do you trust anything this government says?," if they told me the sky was blue, i would check.",n,n,n
110,1500817640981471235,1500833223303053317,new,Is it boat szn yet?, there is actually going to be water in reservoirs this summer in utah. insane.,py,py,py
111,1508968628191838209,1508985440749113351,new,Is it so hard to just be friendly?, it shouldn’t be hard - kindness is so easy - just do it!,n,pn,n
112,1530564939634573312,1530567952491323392,new,i’ve never had culver’s. is it really worth all the twitter hype?, me neither but i might have it today,py,uk,uk
113,1505833481619787776,1505869216754413570,new,"Do You find that even though so much is happening in and around our lives, it still feels like ground hog day?", i believe we must be twins !!!! 🌸,y,y,y
114,1509576610919313410,1509604830238543901,new,Is it foolish to assume that people are always rational?, it's foolish to assume anything in life.. know your shit!,y,y,y
115,1522566510627246080,1522636908643422214,new,Do you regularly remind yourself that you have not yet grown beyond the need for the work of God’s grace?," when i fail to remind myself, the lord graciously reminds me in other ways.",y,pn,pn
116,1532769479826059265,1533126817086951424,new,"Guys, quick question here … is it possible to fall out of love with someone without being in love with someone else Oba?", hmmm who do you want to chew now🤔,uk,uk,uk
117,1534840680257921024,1534888066497773568,new,I like the idea of boycotting companies that bankroll the tories. Is it workable?, it might be effective if one at a time was targeted.,py,py,py
118,1519855268414246913,1519856414134784000,new,Do you guys think money buys happiness?, doest buy happiness but remove stress from bills...✌️✌️,n,n,n
119,1528917532337487872,1528924843969855495,new,Do you already consider the Lightning a dynasty?, nope dynasty means a three peat they still have work to do.,n,n,n
120,1513977866748317696,1514049085686403077,new,"Is it not same rule that says if the ball hit any part of your body before touching your hand, it is not a foul?", he knows de rule but he want to turn a blank eye 👁️,y,py,y
121,1495062125814980610,1495062387975761927,new,"Question for Sia fans, do you use Discord?", i wanna be nft pregnant by your new discord,uk,uk,uk
122,1501594196997808130,1501783660474732545,new,Do you subscribe to Disney Plus?," so many good content, hell yes 👍",y,y,y
123,1511129533516288009,1511136318952255489,new,Do you see my tweets?, i see them and thank you for what you are doing!,y,y,y
124,1527752294716022786,1527809670114684930,new,Do you think cursive writing should still be taught in school?," yes indeed the constitution is written in cursive written, the future needs to know💯💯💯💯💯💯",n,y,y
125,1532671492596543488,1532689522730754049,new,Do you also lower your car speakers' volume believing it'll help you concentrate more while parking?, 100%. i also ask my co passenger to stop talking 😂,y,y,y
126,1533571194800177153,1533576987037540353,new,Is it rude to ask someone to brush their teeth before having sex?, i don't think it's rude it's more up to personal preference i would assume.,n,pn,n
127,1525303905663475712,1525304501619630081,new,Do you dip fries in your milkshakes?, if you ain’t dippin you shouldn’t have ordered them 🧐,y,y,y
128,1498623152720654336,1498627763456319489,new,Do you believe in quad?," yes , it has helped to organise many high level meetings.",y,y,y
129,1522910344838008833,1522916673107415040,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, only taxpayers in good standing should be allowed to vote,uk,uk,uk
130,1519855268414246913,1519855389763936257,new,Do you guys think money buys happiness?," no, but it sure can thwart off alot of things that can cause sadness !!!",n,pn,pn
131,1524152727839907841,1524458368471126017,new,Is it worth to invest into bitcoin now?, best time actually. start dca into #bitcoin,y,y,y
132,1532019243025420289,1532290660308492289,new,Question. Is it ever acceptable to use the phrase PLATTY JOOBS?," i don’t know what that means !
never seen it before…",uk,uk,uk
133,1524980408638705703,1525208056669216768,new,I believe … do you ?, yea i believe y’all need to smash the mavs,y,y,y
134,1532024495308939265,1532030543788916737,new,Do you like rift?," accidentally clicked no, but i meant to click yes!",y,y,y
135,1523123300146184192,1523123512613150720,new,Do you like yourself?, no... because you're not follow back me 🙂🙂,n,n,n
136,1519043638411419648,1519047649684598791,new,Many people suffer from arachnophobia. Do you?, somewhat....i don't go crazy but i avoid when i can.,py,py,py
137,1499100529301110786,1499235645226577921,new,Is it poor form to throw a bag of dog poop in a random house’s outside trash can if you happen to pass directly by it?, no problem with it. i just get annoyed when it gets thrown in my recycling bin,pn,n,pn
138,1513599478564982784,1513620316970442752,new,do you guys use discord?, wait omg is there a star discord that idk about,py,y,y
139,1507889736362475522,1507898230545203201,new,Is it too much to ask the coaches to wear suits again?, for me i’m very happy to see no more suits in basketball!,y,y,y
140,1530429138099752963,1530431903798546432,new,Do you still miss your ex ?, na wetting go put person for trouble you dey find this morning,uk,n,uk
141,1517999577059586048,1518077719216414721,new,do you have any idea the hold that bionicles had on me as a child?, did you hear bionicles is part of the lego city expanded universe,uk,uk,uk
142,1524458518249541632,1524469226160812033,new,Do you worry that inflation and the vulnerability of the stock market will hurt your retirement savings?, you'd be a fool not to!,y,y,y
143,1515502475469418497,1515502842496397313,new,Do you guys write down your goals?, my goal is to start writing down my goals.,n,n,n
144,1503787818929123331,1503789068810743809,new,Anyone still have a console from their childhood and does it still work?, i am 29 and still have a ps2,y,y,y
145,1499797593517395972,1500100529577467905,new,Do you like scary movies?, i don't like scary movies i love scary movies,y,y,y
146,1494922774112051201,1495130428365230084,new,Do you see now that it wasn’t about the bloody masks?, never was. they want to control us.,n,y,y
147,1525303905663475712,1525304602505125888,new,Do you dip fries in your milkshakes?," nooooooo, i didnt get it. now that i'm actually reading it i lowkey do sometimes",pn,py,py
148,1519075768277606403,1519077073549148162,new,"I suddenly can't ""like"" any posts. Is it just me?","whatever this is seems to be affecting many users, but not everyone.",n,n,n
149,1524863854504730624,1524870489918808067,new,Is it wrong to decline interview requests with certain media outlets due to existing contractual obligations with your soul?, no. your soul is more important than any media outlet.,n,n,n
150,1506683109076611079,1506982939359432712,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", all we want is a dr who practices and doesn't just want to sell masks.,y,uk,y
151,1525303905663475712,1525488427143204864,new,Do you dip fries in your milkshakes?," that is some psycho shit, never understood it like just get ketchup 😀👍",n,n,n
152,1500989413559611401,1501002095591186433,new,I’m curious. Do you think every state should accept mail-in ballots in every election?, as someone who lives in a state with mail in voting. i highly recommend it!,y,y,y
153,1495593777020514305,1495610735971508231,new,Do you mix your laundry with your significant other?, nope! it’s easier to keep track of everything this way,n,n,n
154,1509576610919313410,1509789291357958148,new,Is it foolish to assume that people are always rational?, yes. otherwise the word irrational would not exist 😀,y,y,y
155,1498825822685257732,1498826893495316482,new,Is it really so hard to believe trump is a traitor?, it’s obvious that he is. some people just don’t care.,n,n,n
156,1535180448283910144,1535180984005427200,new,History repeats itself like a school teacher so you can get the message. But do you?, what a great way to learn! thanks for the reminder.,py,uk,y
157,1520077518581157888,1520100307425931264,new,Do you experience shuffling madness?, ask your doctor if jethrotull is right for you,uk,uk,uk
158,1509576610919313410,1516789926318120963,new,Is it foolish to assume that people are always rational?, we can only be rational and logical after we have been emotional.,uk,uk,uk
159,1533812172983263232,1533812977295671296,new,Do you have a tattoo?, i used to when a child. it would rub off with water,n,n,n
160,1505833481619787776,1505982985094537224,new,"Do You find that even though so much is happening in and around our lives, it still feels like ground hog day?", just sadness on a daily basis that we can't change 😢,y,uk,y
161,1518730408333963264,1518748158485942272,new,Do you think this is the beginning of the end for twitter?, especially if he let's trump back in,py,py,py
162,1498846242951950336,1498847254588936193,new,Do you feel rescued?, hard to say because we don't know what the alternative would have been.,y,uk,uk
163,1498463063212707840,1498464482506518533,new,Do you own a bandsaw?, its on my things to acquire list for sure,n,n,n
164,1512079578298138642,1512133092940689417,new,Do you have my notis on?, yes $cpgreeny cashapp i’m trying to get the new lego starwars,uk,y,y
165,1507066176920162304,1507066519259394051,new,is it legal to drive with ur titties out?, i can’t tell you on here ft me,uk,uk,uk
166,1531183927381172225,1531186632791142400,new,Do you trust this government to deliver ?, we don't trust any politicians now!! those we trusted are betraying citizens.....,pn,pn,pn
167,1508573439459790854,1511783008696737800,new,Do you know your computers specs?," i know them better than my homework, just lazy to write down the specs here",y,y,y
168,1519855268414246913,1519977287885770753,new,Do you guys think money buys happiness?," you can make me happy with btc. 3lhrwljw6wharqpxmjkgmouyhibjbe4us3

please make my day",py,py,py
169,1522237115471380480,1522257199506067462,new,Is it weird for Dog Mom’s to expect Mother’s Day gifts?, that or you might have to pay dog support payments,y,y,y
170,1530330429831712774,1530388033572196354,new,"Ladies, is it unattractive if a man plays video games for a living?", money is never unattractive to anyone! make that money bro,n,pn,n
171,1529481046428897282,1529481191988113410,new,🚨 Do you follow me on twitch?, i sure do ! i make it to every stream,y,y,y
172,1512595116455710723,1512595820499161094,new,"Sometimes, do you ever feel too doggone tired to eat?"," never. to cook or heat something up, yes. but to eat, nope.",n,n,n
173,1532019243025420289,1532109643400589312,new,Question. Is it ever acceptable to use the phrase PLATTY JOOBS?, i couldn’t even get google to translate. roll on monday,uk,uk,uk
174,1523760308174864384,1523760490291154944,new,Is it a bad thing to be unhappy ?, nope sometimes your unhappiness makes you look at the things you could be happy about,n,n,n
175,1527318225196707842,1527642425090613248,new,Do you think cursive writing should still be taught in school?," yes! if chinese can read their language, so should our children.",y,y,y
176,1503787818929123331,1503788831643897860,new,Anyone still have a console from their childhood and does it still work?," the original game boy, up and running 🤓",y,y,y
177,1516536935514132482,1516784550042652682,new,Do you eat all of the unfrosted edges of a Pop Tart before taking a bite of the frosted center?, that can't be a real thing people do,n,n,n
178,1524695363856191489,1527973173492432897,new,Do you want to change your relationship with drinking?," not really, because i haven't drank any alcohol in 3 years 🤷",n,n,n
179,1506565419313868802,1506567386605965312,new,"My name regularly gets autocorrected to ""Satanism"". Get a surprising number of messages addressed to it. Do you have an autocorrect hell?"," three years after she stopped being pm, i always get may rather than may… 🤯",y,uk,y
180,1512303495902380033,1512392962839392258,new,Is it game time yet?, it’s not and i feel like you guys should know that,n,n,n
181,1495916244855402504,1496164691562881027,new,Is it ok to read a book at a bar?," sure, if you don't mind getting beaten up.",n,pn,n
182,1505833481619787776,1505838813200924673,new,"Do You find that even though so much is happening in and around our lives, it still feels like ground hog day?"," indeed it does, fern......glad it is not just me!x",y,y,y
183,1518617602330963969,1518777024608825344,new,Do you listen to all the episodes of the podcasts that you're subscribed to?," especially ours!

we need to make sure we are doing it right 😂",pn,y,y
184,1513014027404087298,1513019023092592648,new,Do you still buy/carry Coach bags?," adore them and wear them often, i’m a coach outlet girl though.",y,y,y
185,1506039860347346945,1506182970973237248,new,"If you wait until it suits your political agenda to care about the safety of women, do you really?", or go silent when it doesn’t,n,uk,n
186,1534348856879718400,1534349105606148096,new,Do you support Universal Background Checks for gun ownership?, yes. i am not brainwashed. :),y,y,y
187,1519890791715516417,1519930573527080961,new,Is it possible to eat tofu and veggies and still be a Bitcoiner?," real bitcoiners are vegan

#bitcoin doesn't care.",y,y,y
188,1533518089362591744,1533518766595776515,new,"Broke people: ""But does it make you happy?", it’s basically a meme now 😆,uk,uk,uk
189,1517596143772860416,1517616642800295937,new,Do you think our elected leaders are doing enough to protect the environment?," i did not elect any democrat crooked politicians since 2016, because all of them are corrupted !",uk,pn,pn
190,1494724608313933829,1495005417063256069,new,Do you even have a cat if you haven’t searched “does my cat love me”?, you can never have a cat 🐈 but the cat can have you ☺️,uk,uk,uk
191,1524647970611863553,1524648652886757376,new,Do you read the acknowledgments page of a book?, i do - love the little snippets of author’s lives,y,y,y
192,1528328624385974272,1528437630945337345,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", i don't wanna give some advice about that,uk,uk,uk
193,1519855268414246913,1519863623090249729,new,Do you guys think money buys happiness?, money can buy things that makes you happy. 😊,py,y,py
194,1503358337924042765,1503361314340495362,new,Do you have any questions on break-even?, nov elections. biden must bring back the stock market,uk,uk,uk
195,1520800237727723522,1521082488952610818,new,Guys do you wipe after you pee?, yes i wipe off my dick. make sure it's clean.,y,y,y
196,1512303495902380033,1512403102565122058,new,Is it game time yet?, let's start the season with a w,y,y,y
197,1508953395914231811,1508954186351841286,new,"If you eat a Spinach pie with feta and it tastes delicious, does it count as a serving of vegetable?"," yes, it's actually a law.  trust me, i'm a lawyer.",y,y,y
198,1526235948303888384,1526236379780370436,new,good morning. do you have a band tattoo?," expire, brand new, capsize, blackbear and amity",y,y,y
199,1512303495902380033,1512305398929399808,new,Is it game time yet?, go to bed game time will arrive faster,n,n,n
200,1507976421188198407,1508014867344760835,new,Do you wanna build a snowman?, please expose tulz for terry's underwear please👏👏👏,uk,uk,uk
201,1521931110589947904,1521934937733050368,new,Do you think it’s possible to have true balance in life?, anything is possible if you believe in it and understand it,y,y,y
202,1526016274060283904,1526280196730474496,new,Is it ever not windy in the desert anymore?, makes golf tough. tough to go low in the wind. tee and be it!,py,uk,py
203,1526563164481019904,1526565914837037058,new,Do you believe UFOs exist?," our universe is too big and old for us to be alone, so yes.",y,y,y
204,1507889736362475522,1507917548733444097,new,Is it too much to ask the coaches to wear suits again?, too hard to throw a punch in a suit.,y,py,py
205,1507889736362475522,1508083507158990850,new,Is it too much to ask the coaches to wear suits again?," how about no numbers, seeing the yanks are running out of double digit numbers.",uk,uk,uk
206,1506834667936391173,1506834980835852292,new,Is it weird to buy my sister a massage?, no and i’m sure she’d appreciate it,n,n,n
207,1529472965695483905,1529473470995767296,new,Someone just needs to ask the short sharp question - “do you think you personally did anything wrong?, exactly he needs to be pinned down 👍,uk,uk,uk
208,1508792874569244674,1509156208808181761,new,Do you hold hands with your friends?," paws are better, they don't break your heart.",n,uk,n
209,1495062125814980610,1495062206819483656,new,"Question for Sia fans, do you use Discord?"," if it’s for sia, then ofc we will 😭",y,py,py
