,Main_Tweet_ID,Reply_id,temporal_setting,Main_tweet,Reply_tweet,gold_1,gold_2,gold_adj
61,1472909639650004992,1472909983411015682,old,I'm thirsty. Is it too early for a work meeting?," i’m hungry …..you bring the wine i will cover the cheese.
#workmeeting",n,y,n
62,1528328624385974272,1528385223108349952,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", isn't it just a wee bit ironic to advise us not to give unsolicited advice.,y,uk,y
63,1524980408638705703,1524980634376032256,new,I believe … do you ?," i believe in the best team in the league, go suns!",y,y,y
64,1519855268414246913,1519863623090249729,new,Do you guys think money buys happiness?, money can buy things that makes you happy. 😊,py,y,py
65,1509576610919313410,1509594861682380802,new,Is it foolish to assume that people are always rational?, to err is human.. they are irrational due to emotions.,py,y,y
66,1533571194800177153,1533577083468890113,new,Is it rude to ask someone to brush their teeth before having sex?," no, i don't think so.",n,n,n
67,1442302030958182402,1442302619771363328,old,Do you believe we are at critical mass?, we aren't there just yet a couple more pushes and will be there.,n,n,n
68,1526974647324901378,1527003182450483200,new,do you think minecraft is dying?," no, im just in a different phase atm",n,n,n
69,1470926916383346690,1470927308882128898,old,Do you Enjoy Basketball?," i do, and i wish i had a hoodie to showcase that i simply enjoy basketball.",y,y,y
70,1518730408333963264,1518731800205426688,new,Do you think this is the beginning of the end for twitter?, i wouldn't be surprised if he sold large shares to trump and devin nunes,py,y,y
71,1411546362450042881,1411548009108754435,old,Do you believe in reincarnation ?, how high are you we neeed that 💨💨💨💨💨💨💨,uk,y,uk
72,1506565419313868802,1506566897428582406,new,"My name regularly gets autocorrected to ""Satanism"". Get a surprising number of messages addressed to it. Do you have an autocorrect hell?", i once had a boss who autocorrected to piglet,y,y,y
73,1522018378998853633,1522019283492118534,new,"I tend to go back and forth on this, do you like the transfer portal?"," as long as coaches continue to up and leave constantly, absolutely.",py,py,py
74,1526974647324901378,1527076829449830400,new,do you think minecraft is dying?, no but i think minecraft content creation is starting to die again,n,n,n
75,1529972370143731712,1530207878707044353,new,"After having some wine at airport, is it OK to go up to some guy and tell him his man bun looks really silly?", alright sandy's cut off! someone get her a glass of water 😹,pn,n,n
76,1528781032014725123,1528782735061426178,new,do you still super follow me ?, ain’t even know super follow was a thing. always a way to make a dollar,n,uk,uk
77,1523762230415835139,1523804810361065472,new,"“I am able to succeed in anything that I decide to do.” This is the absolute truth, but the point is, do YOU believe it?"," i believe it, and receive it gracefully!!",y,y,y
78,1531417724584353793,1531427252927275008,new,Do you believe we are living in the Biblical end times?," it will be much worse during the end times.

bad as they are currently...",n,n,n
79,1506683109076611079,1506687543584210949,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", we’ll never ever get that with a conservative government..,y,uk,y
80,1512303495902380033,1512310962560376832,new,Is it game time yet?," almost!

go red sox go!

team nly.",py,y,y
81,1519075768277606403,1519084529474015233,new,"I suddenly can't ""like"" any posts. Is it just me?", remember to pay elon .25 cents for every post you want to like.,uk,n,uk
82,1533518089362591744,1533518831439826944,new,"Broke people: ""But does it make you happy?", 🤣 im broke and fuck yeah that sort of money would make me happy,y,y,y
83,1529747637116841986,1529764503470080000,new,Is it possible to have a bestie of the opposite sex and not develop feelings?, yes i have one though he has feeling for me but i don't have any for him,y,y,y
84,1512303495902380033,1512309097441472515,new,Is it game time yet?, sadly no. please win though cuz if not i’ll be upset,n,n,n
85,1416521845050773505,1416535148741472257,old,Do you guys believe in ghosts?," they don't exist. chill wolfie.

demons on the other hand---",n,n,n
86,1404486253907787780,1404490204937850888,old,"This is never going to end is it, there’s always going to be a reason?", us 'conspiracy theorists' already knew this back in march 2020!!!!,y,y,y
87,1507066176920162304,1507207522867982347,new,is it legal to drive with ur titties out?, do it and let us know how it goes,uk,uk,uk
88,1530916096551047168,1530928663189155840,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", those who knowingly make exaggerated claims of their superiority are bound to develop such insecurities.,uk,n,uk
89,1471504505954918415,1471505539662114825,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?, let's see rovell run the same poll,uk,uk,uk
90,1524152727839907841,1524153226181980160,new,Is it worth to invest into bitcoin now?, long term sure but will be better entries soon imo,py,n,n
91,1472909639650004992,1472912234720419844,old,I'm thirsty. Is it too early for a work meeting?," of course it’s too early, they haven’t announced the next lockdown yet!",y,y,y
92,1513489240499585029,1513492375804735490,new,do you even like them if you don't brag about them to your friends?, do you even like them if you don't read conversations in night again 🤷🏻‍♀️,uk,uk,uk
93,1381733726221139971,1381733886154117123,old,do you ever realize that some of your parents still do it?, pri... we dont wanna think abt it,n,n,n
94,1472909639650004992,1472910424559570945,old,I'm thirsty. Is it too early for a work meeting?," no, this close to christmas it is fine",n,n,n
95,1505976111242559488,1505976437899104256,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?, i’d probably only play that mode tbh. and never play normal fortnite again.,y,py,y
96,1515103202865262598,1515105624245243909,new,Do you want a shark card?, i'd freaking love one but the clowns will eat me!,y,n,n
97,1466816231076474886,1466820530716262403,old,Do you need permission to serialise a self-published book on the radio?, i’m sure you’ll be hearing from nadine soon enough😂,y,py,y
98,1405289153571426304,1405290042692497412,old,"If a doge barks on the moon and no one is around to hear it, does it make a sound?", yes but only #tesla can hear it,y,y,y
99,1507889736362475522,1508077724774154240,new,Is it too much to ask the coaches to wear suits again?, i don’t need the suits but they should not wear numbers,n,y,y
100,1526974647324901378,1526975210771337218,new,do you think minecraft is dying?, not sure if its dying but im personally starting to get bored of it,py,py,py
101,1530330429831712774,1530389350848118784,new,"Ladies, is it unattractive if a man plays video games for a living?", maybe if the lady doesn't like video games,py,py,py
102,1402603886897242112,1402604357019918339,old,Is it enough?, feel like the broken relationships between the boards and fans will cost more in the long term,y,y,y
103,1404486253907787780,1404487981042475017,old,"This is never going to end is it, there’s always going to be a reason?", i hope people realise all this is not about a virus.,uk,y,uk
104,1506834667936391173,1506835442498375680,new,Is it weird to buy my sister a massage?, it would be weird if you didn’t,y,n,n
105,1529747637116841986,1529748262806224896,new,Is it possible to have a bestie of the opposite sex and not develop feelings?," e go hard o
but them dey br",uk,uk,uk
106,1526625806340038664,1526629975406874626,new,Do you talk to yourself?," of course, otherwise no-one would tell me what to do or swear when i wanted to.",y,y,y
107,1381733726221139971,1381777834671235072,old,do you ever realize that some of your parents still do it?, my parents divorced but that would be a fun love affair 😂,n,n,n
108,1532019243025420289,1532020665989181444,new,Question. Is it ever acceptable to use the phrase PLATTY JOOBS?," never herd of it, but if its offensive then yeah sounds good",py,py,py
109,1524980408638705703,1524982301100486657,new,I believe … do you ?, we’re good. let’s finish this on home court! 💪,py,y,y
110,1451009236423565312,1451011395038978048,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, i can listen real and i can listen hard but i can’t listen real hard,y,uk,uk
111,1509322461187301377,1509384800884314113,new,Do you own any NFTs?, i have a hsi stake...wrapped hex paying me 38% apy.,y,y,y
112,1411546362450042881,1411587131936436225,old,Do you believe in reincarnation ?," don't know what to believe but probably, we'll figure it all out soon.",uk,uk,uk
113,1509322461187301377,1509341585850478595,new,Do you own any NFTs?, i do own a lot a jpegs. i just don't call them nfts.,py,y,y
114,1509576610919313410,1509587566130970628,new,Is it foolish to assume that people are always rational?," opinion don't affect fact, fact don't affect opinion sometimes it do that's rationalism",uk,uk,uk
115,1515913746954162176,1516158828697501705,new,Is it too much to wish an aneurysm on someone?," yes, darling lad, it is. remember you’re a #bromleyboy",y,y,y
116,1381733726221139971,1381739671881924613,old,do you ever realize that some of your parents still do it?, believe me i know much more than i care to about my parents sex life...,y,y,y
117,1522910344838008833,1522924856433651712,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, having the right to vote just because you have been born is stupid.,y,n,y
118,1497519871462363142,1497525705302691843,new,Do you have the courage to be disliked?, i didn't have. but i'm learning 🤘,pn,py,py
119,1531790432560107520,1531798267708592130,new,Do you own a gun?, this poll is proof that twitter leans hard left.  prove me wrong.,uk,uk,uk
120,1408719900902838274,1408795667351343114,old,Do you preheat the oven before you bang something in?," most of the time, i stick it on 200 and add 5 mins 😊",n,n,n
121,1533518089362591744,1533519111719751680,new,"Broke people: ""But does it make you happy?", i'm broke but i'm still buying at 1c. waiting patiently to dca lol,y,y,y
122,1512303495902380033,1512461561251737600,new,Is it game time yet?," let’s go sox, representing at stankee stadium today for the boys 🙏🏻",y,y,y
123,1528781032014725123,1528781248398868480,new,do you still super follow me ?, no mine messed up i have to redo it,n,n,n
124,1519075768277606403,1519076688998588416,new,"I suddenly can't ""like"" any posts. Is it just me?", just tried to like this post and can't do it,n,n,n
125,1531790432560107520,1531795728288337921,new,Do you own a gun?," no, but if it was legal where i live, i'd probably have 2 or 3",n,n,n
126,1524152727839907841,1524156351206891521,new,Is it worth to invest into bitcoin now?, watch michael sailor on youtube to get some info on bitcoin,y,uk,uk
127,1512303495902380033,1512310986899812354,new,Is it game time yet?, tell sale to eat a burger or something,uk,y,y
128,1509322461187301377,1509324237521231872,new,Do you own any NFTs?, i do however have a bunch screenshots thou 🤷🏼‍♂️🤣,y,y,y
129,1456765662072819714,1456766413893406723,old,Do you want OBJ on your team?, can’t get any worse. bring him.,y,y,y
130,1505976111242559488,1505976205547347971,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?, hell i’d be happier if builds never came back,n,y,n
131,1522018378998853633,1522020663623569408,new,"I tend to go back and forth on this, do you like the transfer portal?"," love it when they come to nebraska, hate it when they leave nebraska.",uk,uk,uk
132,1442302030958182402,1442396046118641664,old,Do you believe we are at critical mass?, not yet. we still have a long way to go.,n,n,n
133,1397397112401264643,1397727179518070784,old,I never watched Game of Thrones….is it good?, excellent  except for the final 3-4 episodes! major let down but overall awesome show,py,y,y
134,1451009236423565312,1451344579798740994,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, it is not just you. applebee's couldn't be happier.,n,n,n
135,1509576610919313410,1509717880622919692,new,Is it foolish to assume that people are always rational?," but it helps to assume good intention if someone errs the first time 

#peace",py,py,py
136,1526559173063974912,1526559839324753920,new,Is it so hard to denounce white nationalism?," if you’re a republican who benefits from it, absolutely.",py,py,py
137,1529972370143731712,1530304528834232320,new,"After having some wine at airport, is it OK to go up to some guy and tell him his man bun looks really silly?", do it do it do it- from one mom to another!,y,y,y
138,1530916096551047168,1530934952006627328,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", rightly said. this needs to be stopped by all possible means,n,n,n
139,1456765662072819714,1456766231642583040,old,Do you want OBJ on your team?," we had him when he was great, not too keen on having him nowadays",n,pn,n
140,1531417724584353793,1531456306250502145,new,Do you believe we are living in the Biblical end times?, divided percentage of answers which shows how divided we are as a nation,uk,py,uk
141,1530916096551047168,1530920302678446080,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", oh really. bythe way whom lecturing is not clear.,uk,uk,uk
142,1507066176920162304,1507066550276268035,new,is it legal to drive with ur titties out?, only if i see them then yea it’s legal,py,py,py
143,1512303495902380033,1512304230098477058,new,Is it game time yet?," admin, it's 1:30 am on gameday. please get some rest.",n,pn,n
144,1529972370143731712,1529973410713030678,new,"After having some wine at airport, is it OK to go up to some guy and tell him his man bun looks really silly?", i do think you are funnier then your son sometimes 😂😂😂,n,uk,uk
145,1451009236423565312,1451023499510915076,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, i thought it was a commercial. 🤷‍♀️,y,y,y
146,1472909639650004992,1472909990197403650,old,I'm thirsty. Is it too early for a work meeting?, grab some cheese and wine and you're on,n,pn,n
147,1505976111242559488,1505978855324061700,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?, a permanent ‘no builds’ ltm would be great i think 👍,y,y,y
148,1466816231076474886,1466877138024505345,old,Do you need permission to serialise a self-published book on the radio?," your next book ""the memoirs of a public school posh boy f**kwit""",uk,uk,uk
149,1405289153571426304,1405492251380363268,old,"If a doge barks on the moon and no one is around to hear it, does it make a sound?", boys  ...buy moonshot...going to moon...its sure,uk,uk,uk
150,1450917556957687814,1450963733228883970,old,Do you believe career politicians have any right to exist?, politicians should have a shelf life of 15 years max.,y,py,y
151,1383196573903904768,1383492410680905728,old,Do you drive really slow in the passing lane and use no other lane?," that's an issue all over the world, don't want no-one infront of me syndrome",py,n,n
152,1522910344838008833,1522915164697337856,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, no but i would support only letting people with a certain level of political knowledge tweet.,n,n,n
153,1504660086853189632,1504673427306688513,new,Probably going to sleep soon. Do you guys ever feel like going to sleep?, not with all this deshaun watson to atlanta talk!!,pn,pn,pn
154,1402603886897242112,1402606477072809988,old,Is it enough?, i hope this goes to grass roots football not their greedy profit,uk,y,uk
155,1416521845050773505,1416522050999668740,old,Do you guys believe in ghosts?," i sometimes believe in ghosts. i don’t know why, but i do.",py,py,py
156,1519855268414246913,1519999661687324673,new,Do you guys think money buys happiness?, it does make us happy but not “whole” 🍻,py,y,y
157,1528781032014725123,1528781107994451973,new,do you still super follow me ?, i had to chose between spotify and superfollowing,uk,uk,uk
158,1531790432560107520,1531983417075974144,new,Do you own a gun?," ""show results/not from usa"" needs to be an option.",uk,uk,uk
159,1508968628191838209,1508978769175871496,new,Is it so hard to just be friendly?," i find it quite easy. hey jan, can we be friendsly…",n,n,n
160,1533571194800177153,1533612125150650369,new,Is it rude to ask someone to brush their teeth before having sex?," wholesum answer:
no, u should always be able to communicate openly with one another 🥰💝💝",n,n,n
161,1442532393311682563,1442533921552539651,old,Is it bad if I brake with my left foot while driving?, yes ur supposed to ur right for both,y,y,y
162,1526625806340038664,1526644537875120129,new,Do you talk to yourself?, all the time. it helps me work out my thoughts.,y,y,y
163,1531417724584353793,1531419193874485249,new,Do you believe we are living in the Biblical end times?," no, but it’s getting close",n,n,n
164,1397397112401264643,1397397758475083777,old,I never watched Game of Thrones….is it good?, i couldnt get past the 2nd episode tbh,n,n,n
165,1522910344838008833,1522989096251138049,new,Do you think only people with a certain level of political knowledge should be allowed to vote?," no, but i do think that only net taxpayers should.",n,n,n
166,1523762230415835139,1523768591681687553,new,"“I am able to succeed in anything that I decide to do.” This is the absolute truth, but the point is, do YOU believe it?"," be your biggest cheer leader.

never downplay your own strengths.",y,y,y
167,1442302030958182402,1442575244699570182,old,Do you believe we are at critical mass?, it feels like you're watching a lit firecracker and you're waiting to hear the pop.,y,y,y
168,1526559173063974912,1526567275804884993,new,Is it so hard to denounce white nationalism?, only for those who don't support it.,py,pn,pn
169,1531790432560107520,1531814266533208064,new,Do you own a gun?, would love to see you survey gun ownership by country.,uk,uk,uk
170,1450330006320730116,1450340642685693954,old,Is it weird I want someone to spank me rn?, no leaving handprints is one way to leave your mark.,n,n,n
171,1404133822300622853,1404134070762737664,old,Do you watch sports shows on tv?, yeah but i'm not in us so idk if my vote counts 😂,y,y,y
172,1528328624385974272,1528419587275902976,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", twitter would collapse if it weren’t for unsolicited advice,uk,n,uk
173,1526625806340038664,1526643771739459584,new,Do you talk to yourself?, the only way to meet your equal is to converse with yourself,y,y,y
174,1506834667936391173,1506834826216685574,new,Is it weird to buy my sister a massage?, if you have to ask it might be,py,py,py
175,1416521845050773505,1416523197390888962,old,Do you guys believe in ghosts?, i'm not afraid of them but they still give me the chill 😨,y,y,y
176,1397397112401264643,1397480727273431044,old,I never watched Game of Thrones….is it good?, broooo 😅 you have to watch it 🔒🌝🙏 & #buysafemoon,y,y,y
177,1524152727839907841,1524264964034383872,new,Is it worth to invest into bitcoin now?, better to invest in the stock market would be my suggestion.,pn,n,n
178,1404133822300622853,1404134179642695686,old,Do you watch sports shows on tv?, i might have it on in the background but i don’t really pay attention to it,n,pn,n
179,1415752260479508495,1415762397113982976,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?", the trick is to also disqualify/remove pelosi.. which shouldn't be too difficult.,y,y,y
180,1530330429831712774,1530349999783137280,new,"Ladies, is it unattractive if a man plays video games for a living?", i don’t think this is the most efficient audience to be asking this question lol,uk,uk,uk
181,1524152727839907841,1524457995349872641,new,Is it worth to invest into bitcoin now?, better to fomo in at new all time highs 😉,y,n,n
182,1472909639650004992,1472911086982676484,old,I'm thirsty. Is it too early for a work meeting?, sunak is free if you need a photographer to document the event.,uk,pn,pn
183,1402603886897242112,1402681773838983181,old,Is it enough?, should’ve been given a bigger fine and also a points deduction,n,n,n
184,1519855268414246913,1519855442972844034,new,Do you guys think money buys happiness?, people that say money doesn't buy happiness have never lived without it.,y,y,y
185,1506683109076611079,1506727313127399429,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", no i want a government to leave me alone and enable me to get on and be successful,uk,uk,uk
186,1383196573903904768,1383196784395124737,old,Do you drive really slow in the passing lane and use no other lane?, only when i know it’s going to royally piss someone off,py,py,py
187,1532019243025420289,1532110977176682496,new,Question. Is it ever acceptable to use the phrase PLATTY JOOBS?, only if you are an utter fin du cloche as the french might say.,pn,py,y
188,1506834667936391173,1506834926112497664,new,Is it weird to buy my sister a massage?," only if you the one giving it to her brother, if not buy/gift away",py,py,py
189,1404133822300622853,1404133998125801483,old,Do you watch sports shows on tv?, hell no. i prefer watching youtubers like you and others over the media,n,n,n
190,1508968628191838209,1508971176131022848,new,Is it so hard to just be friendly?, yes.   define original and friendly without someone pretending.,y,y,y
191,1402603886897242112,1402604264330084358,old,Is it enough?, fine should be distributed to all the lower league clubs struggling financially,y,uk,uk
192,1450330006320730116,1450331180474245121,old,Is it weird I want someone to spank me rn?," nope, just means you have to go to horny jail again…",n,n,n
193,1439972449777500160,1440011438899318795,old,Do you still wear a mask?," 1/x yup. 
i want this pandemic over with so i lead by example.",y,y,y
194,1527752294716022786,1527760377051811842,new,Do you think cursive writing should still be taught in school?, you should at least learn to sign your name,py,py,py
195,1439972449777500160,1440004828768395275,old,Do you still wear a mask?, haven't wore a mask here in michigan since osha dropped the bs.,n,n,n
196,1402939403920560129,1402939993211826182,old,My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?, you should see males trying to read them!,n,py,n
197,1450330006320730116,1450342833152483330,old,Is it weird I want someone to spank me rn?, i think it's weirder that you somehow don't have anyone to oblige.,n,n,n
198,1381733726221139971,1381780884517498881,old,do you ever realize that some of your parents still do it?, not mine though!! wear your seatbelt!!,n,n,n
199,1508968628191838209,1508969115431555077,new,Is it so hard to just be friendly?, it appears to be very hard to be friendly and even harder to be kind.,y,y,y
200,1442532393311682563,1442536340772429824,old,Is it bad if I brake with my left foot while driving?, yea cuz u can crash and die but other than that its fine,y,y,y
201,1526625806340038664,1526630274343239681,new,Do you talk to yourself?," i do, who better to talk to,",y,y,y
202,1524980408638705703,1524982373862912002,new,I believe … do you ?," i’m gonna be honest ish, i don’t know",uk,uk,uk
203,1519855268414246913,1519879776592625664,new,Do you guys think money buys happiness?," if money doesn't buy you happiness, means you don't have enough 😜😝",y,y,y
204,1509576610919313410,1516789926318120963,new,Is it foolish to assume that people are always rational?, we can only be rational and logical after we have been emotional.,uk,uk,uk
205,1526974647324901378,1526977414986801152,new,do you think minecraft is dying?," if you stop playing it, you'll think it's dying. i think it's dying",y,py,y
206,1519075768277606403,1519076081931849733,new,"I suddenly can't ""like"" any posts. Is it just me?", not just you. i cannot like your tweet either.,n,n,n
