,predict,Main_Tweet_ID,Reply_id
125,y,1532671492596543488,1532689522730754049
126,n,1533571194800177153,1533576987037540353
127,y,1525303905663475712,1525304501619630081
128,y,1498623152720654336,1498627763456319489
129,py,1522910344838008833,1522916673107415040
130,n,1519855268414246913,1519855389763936257
131,y,1524152727839907841,1524458368471126017
132,uk,1532019243025420289,1532290660308492289
133,y,1524980408638705703,1525208056669216768
134,uk,1532024495308939265,1532030543788916737
135,n,1523123300146184192,1523123512613150720
136,py,1519043638411419648,1519047649684598791
137,n,1499100529301110786,1499235645226577921
138,uk,1513599478564982784,1513620316970442752
139,n,1507889736362475522,1507898230545203201
140,uk,1530429138099752963,1530431903798546432
141,uk,1517999577059586048,1518077719216414721
142,n,1524458518249541632,1524469226160812033
143,y,1515502475469418497,1515502842496397313
144,y,1503787818929123331,1503789068810743809
145,n,1499797593517395972,1500100529577467905
146,n,1494922774112051201,1495130428365230084
147,n,1525303905663475712,1525304602505125888
148,n,1519075768277606403,1519077073549148162
149,n,1524863854504730624,1524870489918808067
150,py,1506683109076611079,1506982939359432712
151,n,1525303905663475712,1525488427143204864
152,y,1500989413559611401,1501002095591186433
153,n,1495593777020514305,1495610735971508231
154,y,1509576610919313410,1509789291357958148
155,y,1498825822685257732,1498826893495316482
156,uk,1535180448283910144,1535180984005427200
157,uk,1520077518581157888,1520100307425931264
158,pn,1509576610919313410,1516789926318120963
159,n,1533812172983263232,1533812977295671296
160,n,1505833481619787776,1505982985094537224
161,py,1518730408333963264,1518748158485942272
162,uk,1498846242951950336,1498847254588936193
163,y,1498463063212707840,1498464482506518533
164,y,1512079578298138642,1512133092940689417
165,py,1507066176920162304,1507066519259394051
166,n,1531183927381172225,1531186632791142400
167,y,1508573439459790854,1511783008696737800
168,y,1519855268414246913,1519977287885770753
169,n,1522237115471380480,1522257199506067462
170,n,1530330429831712774,1530388033572196354
171,y,1529481046428897282,1529481191988113410
172,y,1512595116455710723,1512595820499161094
173,uk,1532019243025420289,1532109643400589312
174,n,1523760308174864384,1523760490291154944
175,y,1527318225196707842,1527642425090613248
176,y,1503787818929123331,1503788831643897860
177,n,1516536935514132482,1516784550042652682
178,n,1524695363856191489,1527973173492432897
179,uk,1506565419313868802,1506567386605965312
180,n,1512303495902380033,1512392962839392258
181,py,1495916244855402504,1496164691562881027
182,y,1505833481619787776,1505838813200924673
183,uk,1518617602330963969,1518777024608825344
184,n,1513014027404087298,1513019023092592648
185,uk,1506039860347346945,1506182970973237248
186,y,1534348856879718400,1534349105606148096
187,n,1519890791715516417,1519930573527080961
188,uk,1533518089362591744,1533518766595776515
189,uk,1517596143772860416,1517616642800295937
190,uk,1494724608313933829,1495005417063256069
191,y,1524647970611863553,1524648652886757376
192,n,1528328624385974272,1528437630945337345
193,py,1519855268414246913,1519863623090249729
194,n,1503358337924042765,1503361314340495362
195,y,1520800237727723522,1521082488952610818
196,y,1512303495902380033,1512403102565122058
197,y,1508953395914231811,1508954186351841286
198,y,1526235948303888384,1526236379780370436
199,n,1512303495902380033,1512305398929399808
200,uk,1507976421188198407,1508014867344760835
201,py,1521931110589947904,1521934937733050368
202,y,1526016274060283904,1526280196730474496
203,y,1526563164481019904,1526565914837037058
204,n,1507889736362475522,1507917548733444097
205,n,1507889736362475522,1508083507158990850
206,n,1506834667936391173,1506834980835852292
207,uk,1529472965695483905,1529473470995767296
208,y,1508792874569244674,1509156208808181761
209,y,1495062125814980610,1495062206819483656
210,uk,1511873658788188161,1511897296681803776
211,uk,1511129533516288009,1511161134346379264
212,y,1525139728139530240,1525140359440916489
213,uk,1528781032014725123,1528781107994451973
214,uk,1533912514131640321,1533913173773918209
215,n,1529946042401275917,1529946621450108948
216,n,1500540062915825665,1500743079673794565
217,y,1495784385047666689,1495797368272441345
218,n,1513685318171435008,1513703637213659140
219,y,1526955016740868098,1526956061948641282
220,n,1519482185459273733,1519591160926195712
221,y,1511567230718423040,1511574998904758275
222,n,1527714505651789824,1527717063015510019
223,py,1519862870866939906,1519927907639996417
224,y,1526563164481019904,1526565378016657408
225,n,1504660086853189632,1504673042894573579
226,uk,1519669503801626625,1519705465709543425
227,y,1519855268414246913,1519866363187245056
228,n,1515913746954162176,1515914904284418049
229,n,1498957736117211141,1498961465977487364
230,y,1522173599318253568,1522308535085944837
231,pn,1500540062915825665,1500543444934082560
232,n,1516539333636984848,1516555856451710976
233,n,1518730408333963264,1518730756905836544
234,y,1534348856879718400,1534496275348996098
235,y,1527528757170511873,1527638624942030850
236,n,1513384448359731202,1513388058950844417
237,uk,1532024495308939265,1532030843530665986
238,n,1515913746954162176,1515916120708034561
239,y,1523741623213256704,1523742491157348352
240,n,1533596814313762816,1533657198647050240
241,n,1534989059772370947,1534989968258613261
242,y,1526405901246050305,1526410999992987648
243,py,1519850675907088384,1520053512662659072
244,pn,1496258773568176129,1496275296508682240
245,y,1515913746954162176,1515915552908525568
246,y,1527528757170511873,1527673658306703360
247,uk,1502273428992118786,1502274405795504131
248,n,1507889736362475522,1507890230015275020
249,n,1524695363856191489,1534760525422333954
250,y,1498718619903172614,1498726443177562114
251,n,1522910344838008833,1522919489444143105
252,y,1511856370156556298,1511902169972109314
253,n,1508976949363986440,1508977465712070657
254,y,1529547853433020417,1529548769901088769
255,y,1534236201447727105,1534258038902624257
256,uk,1532024495308939265,1532025158776541185
257,n,1512704723157241856,1512776997629534210
258,n,1513599478564982784,1513599755028467721
259,n,1519043638411419648,1519085225355071488
260,uk,1506565419313868802,1506566539612413954
261,uk,1499019801351663624,1499022716686454788
262,y,1533489423370928128,1533531556354183170
263,n,1535077404674101248,1535105711868416009
264,uk,1532024495308939265,1532025163902066688
265,y,1506393199459254278,1506411546393681933
266,n,1513268653344575497,1513269235438350336
267,uk,1519669503801626625,1519672176533778434
268,y,1519890791715516417,1519920512738074624
269,pn,1509627464292704256,1509628219590422530
270,y,1504660086853189632,1504660535547150342
271,uk,1532734312872919041,1532777017913053190
272,uk,1506565419313868802,1506566948880109580
273,n,1511499753116540928,1511500474121261060
274,uk,1508953395914231811,1508977900095094784
275,n,1529578923331358722,1529582282163593217
276,n,1524059496733024256,1524059745111273473
277,y,1531417724584353793,1531694780253626371
278,n,1505591204783734785,1505912971393966091
279,n,1509322461187301377,1509322962121371651
280,n,1533489423370928128,1533571055897522180
281,n,1505037194792157185,1505293311204073476
282,n,1524152727839907841,1524152861101285377
283,n,1533489423370928128,1533494437162139649
284,y,1504660086853189632,1504859511588327425
285,n,1504218197611925506,1504220156226154497
286,y,1503787818929123331,1503788476793294851
287,n,1514458569403478021,1514468259042578434
288,n,1528029380122902528,1528047213754077184
289,n,1495593777020514305,1495615190028947457
290,uk,1510326780141490183,1510330787891068931
291,uk,1523762230415835139,1523773932674838529
292,n,1506834667936391173,1506836781970436096
293,n,1501717423925379073,1501719429490655238
294,n,1518561902648987648,1519204044484583425
295,n,1531337262595727366,1531345569171623936
296,y,1534282810638356483,1534290039055728648
297,y,1515393144392663047,1515396385608142853
298,n,1506565419313868802,1506580006654431232
299,n,1516539333636984848,1516851116356608002
300,y,1524947283787194368,1524986416588914688
301,y,1527038299872841728,1527062132482768897
302,uk,1524854468227092480,1524871204049412103
303,uk,1494216517164351491,1494235578346672128
304,n,1529946042401275917,1529950965331156992
305,uk,1526784085124780034,1526784224266706947
306,y,1527318225196707842,1527500764314480640
307,y,1506739855471960067,1506740035386851336
308,n,1494724608313933829,1494725303385858050
309,n,1497519871462363142,1497523093488607232
310,py,1498957736117211141,1498958358388293635
311,y,1501894227965493249,1501940196979326978
312,py,1531952907293163525,1531977896285417478
313,uk,1522018378998853633,1522020956423688193
314,n,1506627298447052811,1506627710654713863
315,y,1523762230415835139,1523769004330221568
316,y,1527140962098499584,1527494808499011584
317,y,1524695363856191489,1528421192939491328
318,y,1504660086853189632,1504666463013011457
319,y,1530429138099752963,1530433330449207296
320,y,1528328624385974272,1528385450863316993
321,n,1508792874569244674,1508876022044889090
322,uk,1504106828594135041,1504172995203506182
323,y,1511567230718423040,1511567532360044548
324,n,1532019243025420289,1532030977647812609
325,y,1534647835735511041,1534846153627422722
326,y,1527038299872841728,1527038628265852928
327,uk,1506565419313868802,1506582292986273797
328,n,1512894569825792003,1512908484362354693
329,n,1509976642575212544,1510115059732602884
330,n,1519855268414246913,1519971492171337729
331,n,1529502995615846401,1529514348569194497
332,y,1525139728139530240,1525146576951312385
333,y,1508968628191838209,1508975382569099265
334,n,1496618534369169410,1496631523155533825
335,n,1518942005317054464,1518966158359212034
336,y,1533489423370928128,1533534968642772993
337,py,1522237115471380480,1522241787817082882
338,y,1533489423370928128,1533560061460619268
339,uk,1517058055887745025,1517318067109441541
340,n,1533518089362591744,1533518960007725057
341,n,1534634680749809664,1534637755266908160
342,n,1521931110589947904,1522267762327883777
343,uk,1509348555227484160,1509507376575127557
344,py,1498718619903172614,1498737366567202822
345,n,1510342954241576962,1510347510375542790
346,n,1494631992511668224,1494638181723131905
347,py,1524121249118666752,1524132358991056898
348,n,1513014027404087298,1513039023287152642
349,n,1500689103448387592,1500913189764149259
350,n,1523760308174864384,1523760360842428416
351,y,1495840803209756672,1495862748768763905
352,y,1526625806340038664,1526641077775736832
353,uk,1506565419313868802,1506577193626918918
354,y,1523698748613795841,1523699355815149568
355,y,1527038299872841728,1527065350914842625
356,n,1510342954241576962,1510394043473317894
357,uk,1517058055887745025,1517061811387789312
358,n,1505689498918825984,1505690042810830850
359,n,1505591204783734785,1505601121779343362
360,y,1495784385047666689,1496055939211927552
361,py,1509610883076562948,1509866850754121733
362,n,1499082690460532741,1499084387677138944
363,pn,1530330429831712774,1530330956212719616
364,y,1524980408638705703,1524982420633751561
365,y,1501181033416474624,1501189367439630340
366,y,1505833481619787776,1505873171664281603
367,n,1529547853433020417,1529632953139023875
368,n,1524763311732056064,1524763851656474624
369,y,1518679014193434625,1518957536644411392
370,y,1522651520096821249,1522652825578348548
371,y,1497803674986369024,1497806173462011905
372,n,1506393199459254278,1506436430088007682
373,y,1512595116455710723,1513601977539772421
374,y,1498732622847135744,1498734763879849985
375,n,1509576610919313410,1509578478357688320
376,y,1532769479826059265,1532770553647464448
377,n,1514458569403478021,1514466677139853315
378,y,1495840803209756672,1495851991222079488
379,y,1517256154103140357,1517280625169993729
380,n,1495048962545487881,1495054590995222533
381,y,1499019801351663624,1499023468691697667
382,n,1496618534369169410,1496621480435724288
383,n,1494975609201729536,1494990898538627073
384,y,1529794531897614337,1529795377267884036
385,n,1518201450832220160,1518226562398707718
386,n,1506683109076611079,1506690341826699266
387,py,1499019801351663624,1499021773983072257
388,py,1496258773568176129,1496267225342394377
389,py,1527383764556337166,1527487416872841216
390,py,1531183927381172225,1531206675671273473
391,n,1509173196071014400,1509173572920619021
392,n,1529746134595411970,1529749806410780673
393,uk,1534640470013386752,1534661992446935040
394,n,1494631992511668224,1494739124057776136
395,n,1519341627206156291,1519342325289394176
396,n,1527752294716022786,1527760377051811842
397,uk,1515913746954162176,1515914019533570048
398,pn,1511126437172023297,1511128992207683591
399,y,1500540062915825665,1500541639269441537
400,n,1531337262595727366,1531352848625197057
401,y,1534989059772370947,1534989939896729626
402,py,1529746134595411970,1529746289277255683
403,py,1499029584662126596,1499030659263877129
404,y,1525139728139530240,1525140217182703616
405,n,1524695363856191489,1527726630315114497
406,n,1493973387567370248,1494048108434673664
407,uk,1526563164481019904,1526568179589316610
408,uk,1509742755513208834,1509743086112497664
409,y,1500989413559611401,1501003458866040832
410,n,1517932396678627329,1517934660306698240
411,py,1507066176920162304,1507134592368713735
412,y,1531337262595727366,1531354562740756489
413,y,1534840680257921024,1534929763734802433
414,py,1521199446222065665,1521207113116233728
415,py,1524121249118666752,1524130094050127878
416,y,1521931110589947904,1521931287333945345
417,n,1498846242951950336,1498846442689118209
418,n,1506834667936391173,1506835126717759495
419,y,1524152727839907841,1524457877917913094
420,n,1519075768277606403,1519076688998588416
421,y,1500989413559611401,1500991832959987718
422,n,1507976421188198407,1507978488342622212
423,y,1519825041273274368,1519928227753562112
424,n,1528029380122902528,1528495009149767680
425,n,1509735695027367939,1509741757969285120
426,y,1533853641114779650,1533869229753212928
427,uk,1531337262595727366,1531347246008176643
428,y,1497519871462363142,1497540017576550401
429,n,1533912514131640321,1533938891077599233
430,y,1500989413559611401,1500996664592502784
431,n,1494922774112051201,1494923763816833024
432,y,1511584353146470402,1511585306499514376
433,n,1523144367950557184,1523197241787256833
434,n,1524897301336031233,1524905310053273601
435,uk,1496776779893293062,1496953129975398402
436,uk,1511594180790919172,1511620313766801413
437,py,1494922774112051201,1495165738595672065
438,py,1496258773568176129,1496260145017688067
439,n,1505689498918825984,1505690108434989056
440,y,1505591204783734785,1505945008549072906
441,n,1505591204783734785,1505594365552386048
442,n,1498957736117211141,1498973924494876676
443,y,1518679014193434625,1518865389710721025
444,y,1505976111242559488,1505981165341192203
445,y,1499019801351663624,1499025709611814917
446,n,1533812172983263232,1533812723406057474
447,y,1496258773568176129,1496278520988946439
448,n,1529946042401275917,1529946240812650496
449,y,1495048962545487881,1495148954899693568
450,n,1502304099571843079,1502304681065857031
451,n,1519890791715516417,1519943428553031681
452,n,1515072089589366784,1515104773782982669
453,n,1532101048373915649,1532101434778476545
454,uk,1528328624385974272,1528333539208478720
455,y,1499439197333200901,1499442056141451269
456,y,1495840803209756672,1495859924013834254
457,y,1526416671128551426,1526425086915653632
458,y,1498334515290419206,1498343108173512707
459,y,1498825822685257732,1498854169242963975
460,uk,1517162745245749248,1517163292220788737
461,n,1522910344838008833,1522984254245945345
462,n,1506834667936391173,1506836144100716548
463,n,1527339341391212544,1527341947152584706
464,uk,1513489240499585029,1513497655707836418
465,y,1526625806340038664,1526630355196944386
466,y,1524152727839907841,1524252323001913344
467,y,1526625806340038664,1526637213588631553
468,n,1533489423370928128,1533524529271779335
469,n,1506627298447052811,1506687075382448131
470,y,1524647970611863553,1524868533930410014
471,py,1529088107764756487,1529088686465290242
472,py,1526559173063974912,1526569722069733376
473,y,1528029380122902528,1528064956872024064
474,y,1501283612540510208,1501314193659625477
475,n,1506679176744652804,1506679653515284480
476,y,1517802710720036864,1517869659600605184
477,n,1529747637116841986,1529748117846900738
478,n,1524121249118666752,1524123068779487232
479,y,1497282718559657985,1497284630126333953
480,n,1526559173063974912,1526561354588504068
481,n,1519075768277606403,1519076719214297088
482,y,1519855268414246913,1519940060472385536
483,uk,1518841104149487616,1518898242645331969
484,py,1509173196071014400,1509220403511988226
485,uk,1497519871462363142,1497557546847985664
486,uk,1524264379356700672,1524295434860179458
487,py,1532101048373915649,1532108344537894913
488,n,1524264379356700672,1524270209955028993
489,y,1532019243025420289,1532021983109689352
490,n,1509627464292704256,1509633657966899207
491,y,1519482185459273733,1519484007289069568
492,py,1521931110589947904,1521943145998598145
493,n,1516080971367469057,1516123232662867969
494,n,1523760308174864384,1523760614057066496
495,y,1509322461187301377,1509335784310157316
496,y,1525303905663475712,1525367618391093248
497,y,1529088107764756487,1529089169145864193
498,uk,1494724608313933829,1494952504811200512
499,y,1514458569403478021,1514470830461403139
500,n,1527318225196707842,1527706432111509504
501,uk,1533406379578368001,1533407358378024962
502,y,1524695363856191489,1534836135934976001
503,uk,1513559461859840008,1513560313437773825
504,uk,1528123343831912450,1528150856994115584
505,pn,1502304099571843079,1502306537645170696
506,n,1506683109076611079,1506999523041632258
507,y,1512079578298138642,1512080174979837961
508,n,1512107202903175171,1512131081717358606
509,y,1532024495308939265,1532024596257554436
510,n,1493973387567370248,1494679828901027846
511,uk,1515521381521408002,1515652595888574465
512,n,1509322461187301377,1509391862116851713
513,n,1526974647324901378,1527006005112217600
514,uk,1500689103448387592,1500990849664049156
515,n,1526974647324901378,1526977051877588993
516,n,1531570828252483584,1531623253604806657
517,y,1503435942023024642,1503436955207536643
518,py,1506834667936391173,1506834811452858376
519,y,1532024495308939265,1532026570923134976
520,y,1507066176920162304,1507068072867385354
521,n,1519074444593053696,1519075586433503232
522,n,1503299224737398785,1503319738604216328
523,py,1506683109076611079,1506690642876973058
524,n,1529502995615846401,1529516129558876160
525,n,1531790432560107520,1531798267708592130
526,n,1498732622847135744,1498736445187575811
527,y,1506565419313868802,1506574331190513670
528,n,1507889736362475522,1507892177145315331
529,uk,1508968628191838209,1509005245262794757
530,n,1533912514131640321,1533953400467070976
531,n,1498846242951950336,1498846927378698241
532,y,1512393434916524035,1512395086784794631
533,n,1499487060633260042,1499490674571243525
534,n,1530916096551047168,1530917466620235782
535,y,1523095596587909120,1523260745936343040
536,n,1498957736117211141,1498967702756638720
537,y,1518730408333963264,1518737695782146048
538,y,1507889736362475522,1508110998842277889
539,n,1503508955263168512,1503533572031803397
540,y,1496618534369169410,1496683951833899008
541,n,1524695363856191489,1528367477461229568
542,pn,1527140962098499584,1527149805343891456
543,n,1533812172983263232,1533813148620361729
544,n,1507889736362475522,1507892449972305921
545,y,1512079578298138642,1512087681391476746
546,n,1529578923331358722,1529601582056316928
547,y,1519451326459133952,1519455791413178369
548,uk,1515913746954162176,1515975096359337984
549,n,1526563164481019904,1526563627527962625
550,n,1521903738402836483,1522336932335865856
551,y,1501181033416474624,1501181198567051264
552,y,1516287572389019648,1516288009775337472
553,n,1527140962098499584,1527268691200589824
554,y,1512806803486097408,1513130443045961729
555,y,1528909210934775808,1528914858959421441
556,py,1526678442741317633,1526679132557434881
557,pn,1511856370156556298,1511886525981675525
558,py,1532769479826059265,1533025212253585408
559,n,1495523353121234951,1495524294725713920
560,uk,1511591155141591040,1511591416996192261
561,uk,1507889736362475522,1508049141372493828
562,n,1524121249118666752,1524129208850604032
563,y,1534528903259099136,1534533419442442240
564,n,1528029380122902528,1528035118241263619
565,py,1509289298583035914,1509289791820640263
566,y,1529946042401275917,1529955667699810308
567,n,1534640470013386752,1534653193069948929
568,y,1509522004906496005,1509543978483560458
569,n,1530350211612090368,1530350467074621440
570,n,1497519871462363142,1497522025996316675
571,py,1505591204783734785,1505605176140472320
572,py,1513489240499585029,1513727887975002116
573,y,1503809648843005963,1503810140763480069
574,pn,1516502289284055049,1516509911055798279
575,n,1512894569825792003,1512907556435345411
576,n,1531417724584353793,1531474426025463808
577,n,1515913746954162176,1515914162224140289
578,y,1524647970611863553,1524649933911085057
579,y,1495840803209756672,1495863859802161152
580,n,1524987619691663360,1524993005022683136
581,n,1502748767921090560,1502769087444885509
582,y,1497776152496140292,1497787494363893766
583,n,1531177061137653761,1531186863549169666
584,n,1527318225196707842,1527379308766842885
585,uk,1528328624385974272,1528330695747280897
586,y,1527318225196707842,1527547789856710657
587,py,1530330429831712774,1530389350848118784
588,y,1500833657229041673,1500833896786763776
589,y,1509976642575212544,1510016316912115714
590,y,1532101048373915649,1532101157501403142
591,y,1511567230718423040,1511608919285772288
592,y,1512595116455710723,1512595521961136128
593,n,1522910344838008833,1522916131065016321
594,pn,1513268653344575497,1513340647884918786
595,n,1522018378998853633,1522020091482689536
596,y,1509976642575212544,1510013316726501382
597,n,1509627464292704256,1509685227047718914
598,n,1528328624385974272,1528330816069292035
599,y,1532024495308939265,1532025237897986049
