,predict,Main_Tweet_ID,Reply_id
124,y,1531337262595727366,1531345569171623936
125,uk,1401353338499727363,1401354545997955075
126,n,1515913746954162176,1515916120708034561
127,py,1499019801351663624,1499021773983072257
128,y,1412123585024606215,1412124007344771072
129,uk,1519075768277606403,1519077073549148162
130,y,1509576610919313410,1509593331940036610
131,y,1436416194496512001,1436416416123482112
132,uk,1391360390429294593,1391491647595155457
133,y,1467967060777050115,1467988408903610372
134,n,1522237115471380480,1522257199506067462
135,n,1386187626051342337,1386196647642759169
136,uk,1412123585024606215,1412187120807157764
137,n,1528029380122902528,1528168963934683136
138,n,1454876080154677249,1454878357129150464
139,n,1472173132760985600,1472192308502220807
140,y,1451009236423565312,1451046959935070213
141,y,1505591204783734785,1505912971393966091
142,n,1415407487528939522,1415447685369303044
143,y,1495840803209756672,1495851991222079488
144,y,1432391518074007552,1432392365990297603
145,y,1450917556957687814,1450919832648654855
146,uk,1532019243025420289,1532290660308492289
147,y,1512303495902380033,1512403102565122058
148,uk,1528328624385974272,1528330695747280897
149,pn,1512806803486097408,1512836351372136450
150,y,1494922774112051201,1494923763816833024
151,n,1383196573903904768,1383199180601008130
152,py,1506393199459254278,1506436430088007682
153,y,1458118861669105666,1458132425289109512
154,n,1522910344838008833,1522947372908691457
155,n,1519482185459273733,1519484007289069568
156,n,1528029380122902528,1528064956872024064
157,py,1456387014459211801,1456391432982433797
158,pn,1517058055887745025,1517318067109441541
159,uk,1532769479826059265,1533126817086951424
160,y,1410007987528384529,1410145325831098369
161,y,1500689103448387592,1500990849664049156
162,py,1404133822300622853,1404134111967551491
163,y,1526559173063974912,1526569722069733376
164,y,1506565419313868802,1506566221591982082
165,n,1530330429831712774,1530388033572196354
166,py,1500689103448387592,1500706871958818820
167,uk,1403186117504086016,1403193906142101508
168,y,1504660086853189632,1504666463013011457
169,n,1445840600931004417,1445841042574614530
170,n,1516536935514132482,1516784550042652682
171,y,1383837827465506821,1383866818993942530
172,py,1517175103682973697,1517182016730517509
173,uk,1472458918039224324,1472460192646254595
174,y,1495840803209756672,1495862748768763905
175,uk,1524854468227092480,1524871204049412103
176,n,1406628758195478534,1406734054830096397
177,y,1433544656889995267,1433564308206723075
178,py,1496258773568176129,1496267225342394377
179,y,1451488598012928000,1456670345373626371
180,y,1396591030942769156,1396595863984738312
181,n,1401225105540272128,1401268466536042496
182,n,1505689498918825984,1505690108434989056
183,uk,1393654652722368514,1393961344135802882
184,y,1534989059772370947,1534989939896729626
185,py,1390271989127041029,1390283989752102914
186,y,1494922774112051201,1495130428365230084
187,n,1475918476762095619,1475918797072912386
188,pn,1529502995615846401,1529504852543516678
189,y,1397076480824418310,1397077115674181632
190,py,1390271989127041029,1390281134538465282
191,n,1510152850734788611,1510155585869787139
192,n,1514458569403478021,1514466677139853315
193,y,1521931110589947904,1521931287333945345
194,n,1532101048373915649,1532101434778476545
195,pn,1418406178057441282,1418411938220888069
196,uk,1475918476762095619,1475929558587219972
197,y,1506565419313868802,1506567386605965312
198,n,1462470094928371713,1462474904620703750
199,n,1461862534865211394,1461869176306290692
200,y,1425235547912556552,1425237614936928257
201,n,1524647970611863553,1524868533930410014
202,y,1533489423370928128,1533560061460619268
203,pn,1470482564288811013,1471080615424499712
204,pn,1523760308174864384,1523760580439396353
205,py,1518730408333963264,1518748158485942272
206,n,1498846242951950336,1498846442689118209
207,uk,1533912514131640321,1533933413840961536
208,y,1389327056517820417,1389553066656079873
209,n,1510342954241576962,1510347510375542790
210,n,1532101048373915649,1532151337890217985
211,y,1519855268414246913,1519940060472385536
212,n,1498957736117211141,1498967702756638720
213,n,1393654652722368514,1393909086073282563
214,n,1494631992511668224,1494638181723131905
215,n,1524264379356700672,1524380824254230528
216,y,1386187626051342337,1386195041010343936
217,n,1533812172983263232,1533813148620361729
218,y,1526784085124780034,1526784205698523136
219,uk,1405709604986789890,1405711904253808642
220,y,1496618534369169410,1496683951833899008
221,y,1533489423370928128,1533494437162139649
222,n,1524152727839907841,1524252323001913344
223,n,1512894569825792003,1512908484362354693
224,y,1524980408638705703,1524983553330597888
225,uk,1422870328271900680,1422889793646641155
226,py,1507066176920162304,1507101234322448391
227,y,1402939403920560129,1402946147203772420
228,y,1515913746954162176,1515915552908525568
229,py,1401579436244226053,1401579638514671619
230,py,1529088107764756487,1529088686465290242
231,y,1402603886897242112,1402604705298137093
232,y,1450429884443004938,1450483617038315522
233,py,1447007086441758721,1447007898492542980
234,n,1451167896596582407,1451182304127172619
235,n,1393577066193473536,1393842052966780929
236,y,1529578923331358722,1529601582056316928
237,y,1440305101474725894,1440441257805811719
238,y,1515913746954162176,1515914019533570048
239,y,1384162484345479171,1384173499787345940
240,uk,1523760308174864384,1523760614057066496
241,n,1502304099571843079,1502304681065857031
242,n,1522910344838008833,1522913701069795330
243,y,1531337262595727366,1531339501238370305
244,y,1470879300895133699,1470923009032658954
245,y,1415306039109451778,1415339508829089794
246,y,1525303905663475712,1525304501619630081
247,y,1526625806340038664,1526637213588631553
248,n,1458118861669105666,1458121366876696577
249,y,1505833481619787776,1505873171664281603
250,n,1528029380122902528,1528035118241263619
251,y,1418240730636513282,1418261800588513285
252,y,1440074409511817232,1440082783313924097
253,y,1498718619903172614,1498726443177562114
254,y,1443291550138707978,1443292268115410950
255,pn,1527140962098499584,1527149805343891456
256,n,1529794531897614337,1529797807695138816
257,n,1519669503801626625,1519672176533778434
258,uk,1392519214406242305,1392520575923363840
259,pn,1402939403920560129,1402941678600683520
260,y,1506683109076611079,1506999523041632258
261,y,1527318225196707842,1527500764314480640
262,n,1529747637116841986,1529751842250530816
263,y,1382068369428471811,1382084333016641536
264,y,1532101048373915649,1532108344537894913
265,y,1433544656889995267,1433636898069573634
266,n,1509576610919313410,1509619229431156744
267,n,1534348856879718400,1534848839290585088
268,y,1512595116455710723,1512595521961136128
269,n,1389767990028144644,1389769594999431171
270,uk,1533518089362591744,1533519628982419457
271,n,1389993299142922242,1390004153292890117
272,n,1524695363856191489,1527726630315114497
273,y,1471985146891059206,1471985491448893444
274,y,1524152727839907841,1524458368471126017
275,y,1471985146891059206,1471985544066437130
276,uk,1511873658788188161,1511897296681803776
277,n,1529481046428897282,1529548051496435715
278,y,1508953395914231811,1508954186351841286
279,n,1415407487528939522,1415568228261109764
280,uk,1417532273923182597,1417532786810949638
281,y,1509976642575212544,1510115059732602884
282,y,1411776697683357700,1412006886971305987
283,n,1464884973828202498,1464885554080673800
284,y,1424056943270825984,1424085493197721602
285,y,1532024495308939265,1532024596257554436
286,py,1519043638411419648,1519047649684598791
287,y,1500540062915825665,1500541639269441537
288,y,1388697772862459904,1388818748631621634
289,uk,1507889736362475522,1508049141372493828
290,y,1405239839725965321,1405248270834798595
291,n,1383196573903904768,1383223533866655744
292,pn,1526974647324901378,1526977051877588993
293,n,1528328624385974272,1528437630945337345
294,y,1451009236423565312,1451123394800463874
295,y,1394479427271135233,1394480808753172481
296,y,1415752260479508495,1415805240536879104
297,uk,1517596143772860416,1517616642800295937
298,y,1497519871462363142,1497540017576550401
299,y,1427455786402291735,1427456933146021890
300,y,1433544656889995267,1433549724087316482
301,y,1518679014193434625,1518957536644411392
302,y,1384812913144238080,1384814816821399555
303,n,1519855268414246913,1519856414134784000
304,y,1506565419313868802,1506566539612413954
305,y,1405289153571426304,1405377362754146305
306,y,1461408868261629952,1461538783413870594
307,y,1507066176920162304,1507068072867385354
308,y,1424056943270825984,1424066762983804931
309,y,1519890791715516417,1519930573527080961
310,uk,1532024495308939265,1532025158776541185
311,n,1419089031044816900,1419176239122812929
312,y,1511567230718423040,1511608919285772288
313,y,1498732622847135744,1498734763879849985
314,y,1519890791715516417,1520007828433522688
315,uk,1513599478564982784,1513620316970442752
316,n,1439972449777500160,1440090567510306818
317,y,1385243074096291841,1385274613958127618
318,y,1524980408638705703,1525208056669216768
319,n,1529746134595411970,1529749806410780673
320,y,1405530703081607168,1417344239508156417
321,y,1525303905663475712,1525367618391093248
322,y,1534348856879718400,1534496275348996098
323,n,1397076480824418310,1397076606787616774
324,uk,1398380648507785226,1398443670945341445
325,n,1525303905663475712,1525488427143204864
326,y,1508792874569244674,1509156208808181761
327,uk,1530916096551047168,1530917466620235782
328,n,1458187549910786055,1458188561547661312
329,n,1509322461187301377,1509391862116851713
330,y,1532024495308939265,1532025163902066688
331,y,1515913746954162176,1515930292837445633
332,y,1451009236423565312,1451181668002271240
333,n,1493973387567370248,1494679828901027846
334,n,1524695363856191489,1527973173492432897
335,n,1502304099571843079,1502314251557355522
336,n,1383196573903904768,1383196658008199180
337,y,1532019243025420289,1532019763425296384
338,uk,1466816231076474886,1466860047133196294
339,y,1381733726221139971,1381733957943885833
340,y,1526625806340038664,1526644118033682434
341,n,1506683109076611079,1506693122113380358
342,n,1533912514131640321,1533938891077599233
343,n,1464884973828202498,1465007567453802508
344,y,1528328624385974272,1528385450863316993
345,n,1436416194496512001,1436515322065047555
346,y,1447007086441758721,1447101193155719169
347,n,1415413840372805632,1415585650670116865
348,y,1534989059772370947,1534993004196511770
349,uk,1466463077528862721,1466464194144968715
350,y,1500989413559611401,1501003458866040832
351,y,1518730408333963264,1518730756905836544
352,n,1442302030958182402,1442303302792790018
353,n,1522910344838008833,1522919489444143105
354,y,1495840803209756672,1495863859802161152
355,y,1524695363856191489,1528367477461229568
356,n,1393577066193473536,1393578242532024328
357,y,1442532393311682563,1442917201942495233
358,n,1450544782594424841,1450684296881184769
359,n,1524264379356700672,1524270209955028993
360,n,1516539333636984848,1516851116356608002
361,y,1388697772862459904,1388862149796237314
362,y,1529547853433020417,1531351894827966465
363,n,1518543284599201794,1518546377453801474
364,pn,1405289153571426304,1405297800410189830
365,y,1405289153571426304,1405292583505498117
366,y,1519855268414246913,1519977287885770753
367,y,1446136959697670145,1446142018955141121
368,y,1494922774112051201,1495165738595672065
369,n,1507889736362475522,1507898230545203201
370,y,1524897301336031233,1524901956556312576
371,n,1498732622847135744,1498736445187575811
372,uk,1499019801351663624,1499022716686454788
373,y,1533489423370928128,1533571055897522180
374,y,1509576610919313410,1509789291357958148
375,y,1519890791715516417,1519943428553031681
376,y,1524695363856191489,1534836135934976001
377,y,1442532393311682563,1442558558277718016
378,py,1512894569825792003,1512908343328878600
379,n,1529547853433020417,1529862891905622017
380,y,1383196573903904768,1383553586987028485
381,n,1411776697683357700,1411777477198815235
382,n,1450330006320730116,1450333683873812480
383,y,1408122572290600969,1408122801391800322
384,n,1524121249118666752,1524129208850604032
385,y,1395055649109708803,1395060168040255492
386,y,1402761289173176329,1402777304061730819
387,uk,1419089031044816900,1419091115001761795
388,y,1410007987528384529,1410024709585096705
389,n,1532019243025420289,1532030977647812609
390,y,1409962818661621761,1409962908122062853
391,y,1506565419313868802,1506574331190513670
392,py,1531183927381172225,1531206675671273473
393,y,1420390224602046466,1420397184646746114
394,n,1529502995615846401,1529516129558876160
395,n,1391360390429294593,1391365427369025540
396,pn,1465056716391780354,1465060265486168081
397,py,1405709604986789890,1405709941118099456
398,n,1508968628191838209,1508985440749113351
399,y,1524121249118666752,1524130094050127878
400,uk,1467059433947553792,1467072087424593922
401,y,1473062409283776520,1473062740595859460
402,n,1510326780141490183,1510337079523303431
403,y,1471558208380715008,1471558485993308160
404,uk,1534640470013386752,1534661992446935040
405,y,1496258773568176129,1496260145017688067
406,y,1503787818929123331,1503788831643897860
407,n,1527318225196707842,1527706432111509504
408,y,1529747637116841986,1529760123031281664
409,n,1445196347829735428,1445248470848262148
410,y,1404133822300622853,1404134052228182019
411,y,1402939403920560129,1402943731012046849
412,y,1411776697683357700,1411798449977167872
413,y,1524152727839907841,1524457877917913094
414,n,1384162484345479171,1384165541682712583
415,y,1401579436244226053,1401604445646032898
416,n,1507889736362475522,1507892449972305921
417,uk,1408719900902838274,1408745460697812998
418,y,1390388667210891266,1390399577539301379
419,y,1404421667489730561,1404600409101017091
420,uk,1495523353121234951,1495538043943632898
421,n,1397076480824418310,1397107953619005444
422,uk,1382068369428471811,1382069227230740482
423,y,1395055649109708803,1395230154310438914
424,uk,1471504505954918415,1471648248515469316
425,y,1506565419313868802,1506582292986273797
426,y,1414783164044677121,1414783869451001856
427,y,1526563164481019904,1526565378016657408
428,y,1451009236423565312,1451342835077296139
429,y,1509627464292704256,1509628219590422530
430,py,1506834667936391173,1506834811452858376
431,n,1439972449777500160,1440111875266539525
432,uk,1532024495308939265,1532025237897986049
433,y,1454876080154677249,1454998471983964161
434,py,1498957736117211141,1498958358388293635
435,n,1533571194800177153,1533575629127417856
436,y,1388697772862459904,1388703764488593411
437,y,1513014027404087298,1513147247227289602
438,py,1439972449777500160,1440105388360155139
439,y,1381730321004175361,1381799310430457859
440,n,1450544782594424841,1450555724518547457
441,y,1519075768277606403,1519076719214297088
442,y,1527752294716022786,1527809670114684930
443,n,1388697772862459904,1388889471349891082
444,y,1450979522392719361,1451275608588230665
445,y,1407141470876938243,1407268915751882752
446,y,1446136959697670145,1446137520522096647
447,y,1504660086853189632,1504673042894573579
448,y,1525139728139530240,1525140359440916489
449,pn,1513489240499585029,1513727887975002116
450,y,1453927904648237061,1453930210978459651
451,n,1509322461187301377,1509322962121371651
452,n,1389839611711553538,1389845915804917760
453,y,1531337262595727366,1531352848625197057
454,y,1407141470876938243,1407143910426750982
455,y,1470926916383346690,1470927148303065092
456,n,1498825822685257732,1498826893495316482
457,y,1466463077528862721,1466463489271103488
458,n,1527140962098499584,1527268691200589824
459,y,1501181033416474624,1501181198567051264
460,y,1381730321004175361,1381752507018399744
461,pn,1530330429831712774,1530330956212719616
462,y,1513014027404087298,1513019023092592648
463,uk,1381733726221139971,1381733861927817218
464,y,1431662975283310596,1431911316613124098
465,n,1507976421188198407,1507978488342622212
466,y,1509576610919313410,1509578478357688320
467,y,1495048962545487881,1495148954899693568
468,n,1523760308174864384,1523760360842428416
469,y,1496258773568176129,1496261201319411715
470,n,1529547853433020417,1529640037444362242
471,n,1434985073271611392,1434998875417452544
472,uk,1427455786402291735,1427621045666816005
473,uk,1497519871462363142,1497557546847985664
474,y,1467059433947553792,1467068727883563012
475,y,1453927904648237061,1453928676840460289
476,y,1416521845050773505,1416522263613018114
477,y,1512079578298138642,1512087681391476746
478,n,1451009236423565312,1451018758911189001
479,n,1412123585024606215,1412124406244118529
480,y,1450917556957687814,1450952473481449479
481,y,1503787818929123331,1503788476793294851
482,y,1527038299872841728,1527038628265852928
483,y,1467967060777050115,1467990651707002885
484,n,1464280871368749057,1464285399291863047
485,y,1511129533516288009,1511136318952255489
486,n,1450917556957687814,1450918523593764883
487,y,1495062125814980610,1495062387975761927
488,y,1506739855471960067,1506744706423660545
489,y,1495784385047666689,1496055939211927552
490,n,1404133822300622853,1404139146399129604
491,y,1500989413559611401,1500996664592502784
492,uk,1390113854621982730,1390115142029938701
493,y,1509976642575212544,1510016316912115714
494,y,1529578923331358722,1529584546102095872
495,y,1500540062915825665,1500543444934082560
496,y,1381983703841267717,1382118010740170753
497,y,1506393199459254278,1506422118279528449
498,n,1416480777106251793,1416485035855777792
499,y,1511856370156556298,1512221215821377539
500,uk,1530429138099752963,1530431903798546432
501,pn,1386167711563014149,1386168386095390721
502,py,1521931110589947904,1521943145998598145
503,n,1506683109076611079,1506982939359432712
504,y,1418261142657376258,1418288055279104000
505,n,1402761289173176329,1402762216089305090
506,y,1526563164481019904,1526563627527962625
507,y,1510152850734788611,1510153877097795585
508,y,1524695363856191489,1528421192939491328
509,y,1509627464292704256,1509685227047718914
510,pn,1452996512913502227,1453091992351739908
511,y,1507889736362475522,1507917548733444097
512,n,1529946042401275917,1529950965331156992
513,y,1450694454113824770,1450694850689437700
514,n,1445840600931004417,1445851113622630400
515,y,1508968628191838209,1508975382569099265
516,n,1498957736117211141,1498973924494876676
517,n,1383196573903904768,1383432439213694979
518,y,1386187626051342337,1386321873357611014
519,n,1416480777106251793,1416524813338882050
520,y,1511567230718423040,1511574998904758275
521,y,1505833481619787776,1505838813200924673
522,y,1532024495308939265,1532030543788916737
523,y,1471985146891059206,1471985557656031235
524,n,1451009236423565312,1451015270584233985
525,y,1426184209153118214,1426312272079736832
526,n,1522910344838008833,1522916131065016321
